1060060861	20220825	202208	2022	2022.6438	JUD	FEDERAL COURT						JUD			GOV	ATTORNEY GENERAL						GOV			1	010	010	01	1	0.0	10	1	10	0	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825003000	https://www.thereminder.ca/national-news/feds-try-to-prevent-disclosure-of-sensitive-details-in-turbine-court-case-5736661
1060060862	20220825	202208	2022	2022.6438	JUD	FEDERAL COURT						JUD			GOV	ATTORNEY GENERAL						GOV			1	0214	021	02	1	3.4	10	1	10	0	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20220825003000	https://www.thereminder.ca/national-news/feds-try-to-prevent-disclosure-of-sensitive-details-in-turbine-court-case-5736661
1060060863	20220825	202208	2022	2022.6438	JUD	SUPREME COURT						JUD			IND	JHARKHAND	IND								1	173	173	17	4	-5.0	2	1	2	-1.54440154440155	4	Howrah, West Bengal, India	IN	IN28	70294	22.5892	88.3103	-2097144	4	Howrah, West Bengal, India	IN	IN28	70294	22.5892	88.3103	-2097144	4	Howrah, West Bengal, India	IN	IN28	70294	22.5892	88.3103	-2097144	20220825003000	https://news.webindia123.com/news/Articles/India/20220825/3976533.html
1060060864	20220825	202208	2022	2022.6438	JUD	SUPREME COURT						JUD			LEG	CONGRESS						LEG			1	173	173	17	4	-5.0	8	1	8	-1.54440154440155	4	Howrah, West Bengal, India	IN	IN28	70294	22.5892	88.3103	-2097144	4	Howrah, West Bengal, India	IN	IN28	70294	22.5892	88.3103	-2097144	4	Howrah, West Bengal, India	IN	IN28	70294	22.5892	88.3103	-2097144	20220825003000	https://news.webindia123.com/news/Articles/India/20220825/3976533.html
1060060865	20220825	202208	2022	2022.6438	JUD	LAWYER						JUD			MYS	MALAYSIA	MYS								0	020	020	02	1	3.0	4	1	4	-1.54711673699015	4	Port Dickson, Negeri Sembilan, Malaysia	MY	MY05	18585	2.5228	101.796	-2403356	4	Port Dickson, Negeri Sembilan, Malaysia	MY	MY05	18585	2.5228	101.796	-2403356	4	Port Dickson, Negeri Sembilan, Malaysia	MY	MY05	18585	2.5228	101.796	-2403356	20220825003000	https://www.thestar.com.my/news/nation/2022/08/25/clock-ticks-for-najib-in-pekan
1060060866	20220825	202208	2022	2022.6438	JUD	LAWYER						JUD			MYS	MALAYSIA	MYS								0	080	080	08	2	5.0	4	1	4	-1.54711673699015	4	Port Dickson, Negeri Sembilan, Malaysia	MY	MY05	18585	2.5228	101.796	-2403356	4	Port Dickson, Negeri Sembilan, Malaysia	MY	MY05	18585	2.5228	101.796	-2403356	4	Port Dickson, Negeri Sembilan, Malaysia	MY	MY05	18585	2.5228	101.796	-2403356	20220825003000	https://www.thestar.com.my/news/nation/2022/08/25/clock-ticks-for-najib-in-pekan
1060060867	20220825	202208	2022	2022.6438	JUD	FEDERAL COURT						JUD			MYS	MALAYSIA	MYS								1	173	173	17	4	-5.0	4	1	4	-4.29936305732484	4	Petaling, Malaysia (general), Malaysia	MY	MY00	18585	3.08333	101.667	-2403014	4	Petaling, Malaysia (general), Malaysia	MY	MY00	18585	3.08333	101.667	-2403014	4	Petaling, Malaysia (general), Malaysia	MY	MY00	18585	3.08333	101.667	-2403014	20220825003000	https://www.thesundaily.my/local/najib-s-jailing-clear-message-to-corrupt-politicians-MB9715086
1060060868	20220825	202208	2022	2022.6438	JUD	COURT OF APPEALS						JUD			USA	UNITED STATES	USA								1	010	010	01	1	0.0	4	1	4	-4.46320868516285	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825003000	https://www.usatoday.com/story/entertainment/celebrities/2022/08/24/harvey-weinstein-granted-appeal-new-york-sex-crimes-conviction/7890146001/
1060060869	20220825	202208	2022	2022.6438	JUD	PROSECUTOR						JUD			USA	UNITED STATES	USA								0	010	010	01	1	0.0	4	1	4	-9.84126984126985	3	Orange County, California, United States	US	USCA	CA059	33.7	-117.768	277294	3	Orange County, California, United States	US	USCA		33.7	-117.768	277294	3	Orange County, California, United States	US	USCA		33.7	-117.768	277294	20220825003000	https://apnews.com/article/california-santa-ana-a8a23f1657bdf68cab9d5b78a81df405
1060060870	20220825	202208	2022	2022.6438	JUD	PROSECUTOR						JUD			USA	UNITED STATES	USA								1	010	010	01	1	0.0	4	1	4	-9.87654320987653	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220825003000	https://www.sfgate.com/news/article/California-man-gets-life-for-killing-2-including-17396440.php
1060060871	20220825	202208	2022	2022.6438	JUD	ATTORNEY						JUD			USA	WISCONSIN	USA								1	010	010	01	1	0.0	16	1	8	-4.16666666666667	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220825003000	https://www.channel3000.com/watch-thats-happening-everywhere-attorneys-leading-lawsuit-against-wisconsin-describe-months-long-waits-in-jail/
1060060872	20220825	202208	2022	2022.6438	JUD	PUBLIC DEFENDER						JUD			USA	UNITED STATES	USA								0	036	036	03	1	4.0	2	1	2	-7.54310344827586	3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	20220825003000	https://www.wisn.com/article/wisconsin-inmates-sue-gov-tony-evers-over-delays/40984144
1060060873	20220825	202208	2022	2022.6438	JUD	ADVOCATE						JUD			USA	TEXAS	USA								1	042	042	04	1	1.9	10	1	10	4.18326693227092	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220825003000	https://kdhnews.com/news/local/groups-hosts-raffle-and-fundraiser-for-local-animal-nonprofit/article_23b76e14-23fe-11ed-9f51-2fcac2c0531f.html
1060060874	20220825	202208	2022	2022.6438	JUD	COUNSEL						JUD			USA	UNITED STATES	USA								1	120	120	12	3	-4.0	1	1	1	-4.34782608695652	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Russia	RS	RS		60	100	RS	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825003000	https://www.newstimes.com/news/article/Memo-sheds-light-on-decision-to-clear-Trump-in-17395841.php
1060060875	20220825	202208	2022	2022.6438	JUD	LAWYER						JUD			USACOP	UNITED STATES	USA					COP			1	131	131	13	3	-5.8	2	1	2	-4.14572864321608	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20220825003000	https://atlantablackstar.com/2022/08/24/black-pastor-gears-up-to-file-lawsuit-against-alabama-police-department-over-his-arrest-set-in-motion-by-his-watering-neighbors-flowers/
1060060876	20220825	202208	2022	2022.6438	JUD	LAWYER						JUD			USACOP	UNITED STATES	USA					COP			1	173	173	17	4	-5.0	2	1	2	-4.14572864321608	3	Sylacauga, Alabama, United States	US	USAL	AL121	33.1732	-86.2516	160702	3	Childersburg, Alabama, United States	US	USAL	AL121	33.2782	-86.355	116045	3	Childersburg, Alabama, United States	US	USAL	AL121	33.2782	-86.355	116045	20220825003000	https://atlantablackstar.com/2022/08/24/black-pastor-gears-up-to-file-lawsuit-against-alabama-police-department-over-his-arrest-set-in-motion-by-his-watering-neighbors-flowers/
1060060877	20220825	202208	2022	2022.6438	JUD	LAWYER						JUD			USAJUD	NEW YORK	USA					JUD			0	020	020	02	1	3.0	3	1	3	-4.46320868516285	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825003000	https://www.usatoday.com/story/entertainment/celebrities/2022/08/24/harvey-weinstein-granted-appeal-new-york-sex-crimes-conviction/7890146001/
1060060878	20220825	202208	2022	2022.6438	JUD	LAWYER						JUD			idg	INDIGENOUS			idg						1	013	013	01	1	0.4	5	1	5	2.30105465004794	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20220825003000	https://theturtleislandnews.com/index.php/2022/08/24/first-indigenous-supreme-court-nominee-michelle-obonsawin-speaks-at-parliament/
1060060879	20220825	202208	2022	2022.6438	KOR	SOUTH KOREA	KOR																		0	060	060	06	2	6.0	2	1	2	-3.84245917387128	1	South Korea	KS	KS		37	127.5	KS	0								1	South Korea	KS	KS		37	127.5	KS	20220825003000	https://island.lk/east-west-tensions-heighten-and-take-on-new-dimensions/
1060060880	20220825	202208	2022	2022.6438	KOR	SOUTH KOREA	KOR																		0	060	060	06	2	6.0	8	1	8	-3.84245917387128	1	South Korea	KS	KS		37	127.5	KS	0								1	Ukraine	UP	UP		49	32	UP	20220825003000	https://island.lk/east-west-tensions-heighten-and-take-on-new-dimensions/
1060060881	20220825	202208	2022	2022.6438	KOR	SOUTH KOREA	KOR								EUR	EUROPE	EUR								0	042	042	04	1	1.9	2	1	2	0.37359900373599	1	Japan	JA	JA		36	138	JA	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20220825003000	https://www.voanews.com/a/official-us-seeks-constructive-communication-with-china-amid-rising-tensions-/6715367.html
1060060882	20220825	202208	2022	2022.6438	KOR	SOUTH KOREA	KOR								EUR	EUROPE	EUR								0	042	042	04	1	1.9	6	1	6	0.37359900373599	1	South Korea	KS	KS		37	127.5	KS	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20220825003000	https://www.voanews.com/a/official-us-seeks-constructive-communication-with-china-amid-rising-tensions-/6715367.html
1060060883	20220825	202208	2022	2022.6438	KOR	SOUTH KOREA	KOR								EUR	EUROPE	EUR								0	042	042	04	1	1.9	2	1	2	0.37359900373599	1	Taiwan	TW	TW		24	121	TW	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825003000	https://www.voanews.com/a/official-us-seeks-constructive-communication-with-china-amid-rising-tensions-/6715367.html
1060060884	20220825	202208	2022	2022.6438	KOR	SOUTH KOREA	KOR								MIL	MILITARY						MIL			0	150	150	15	4	-7.2	10	1	10	-3.84245917387128	1	South Korea	KS	KS		37	127.5	KS	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825003000	https://island.lk/east-west-tensions-heighten-and-take-on-new-dimensions/
1060060885	20220825	202208	2022	2022.6438	KOR	SOUTH KOREA	KOR								POL	POLAND	POL								0	057	057	05	1	8.0	10	1	10	-3.84245917387128	1	South Korea	KS	KS		37	127.5	KS	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20220825003000	https://island.lk/east-west-tensions-heighten-and-take-on-new-dimensions/
1060060886	20220825	202208	2022	2022.6438	LAB	EMPLOYEE						LAB													1	020	020	02	1	3.0	4	1	4	0	3	Watertown, Connecticut, United States	US	USCT	CT005	41.6062	-73.1182	211862	0								3	Watertown, Connecticut, United States	US	USCT	CT005	41.6062	-73.1182	211862	20220825003000	https://www.nbcconnecticut.com/news/local/animal-shelter-in-terryville-sees-increased-pet-abandonment-calls-for-help/2858853/
1060060887	20220825	202208	2022	2022.6438	LAB	EMPLOYEE						LAB													1	080	080	08	2	5.0	4	1	4	0	3	Terryville, Connecticut, United States	US	USCT	CT005	41.6782	-73.0109	211392	0								3	Terryville, Connecticut, United States	US	USCT	CT005	41.6782	-73.0109	211392	20220825003000	https://www.nbcconnecticut.com/news/local/animal-shelter-in-terryville-sees-increased-pet-abandonment-calls-for-help/2858853/
1060060888	20220825	202208	2022	2022.6438	LAB	EMPLOYEE						LAB			USA	UNITED STATES	USA								1	020	020	02	1	3.0	6	1	6	0	3	Watertown, Connecticut, United States	US	USCT	CT005	41.6062	-73.1182	211862	3	Watertown, Connecticut, United States	US	USCT	CT005	41.6062	-73.1182	211862	3	Watertown, Connecticut, United States	US	USCT	CT005	41.6062	-73.1182	211862	20220825003000	https://www.nbcconnecticut.com/news/local/animal-shelter-in-terryville-sees-increased-pet-abandonment-calls-for-help/2858853/
1060060889	20220825	202208	2022	2022.6438	LAO	LAOS	LAO								IGOUNOAIE	INTERNATIONAL ENERGY AGENCY		UNO				IGO			1	036	036	03	1	4.0	2	1	2	-2.0293122886133	1	Laos	LA	LA		18	105	LA	4	Tibetan Plateau, China (general), China	CH	CH00	13213	33	92	-1922591	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20220825003000	https://www.thestar.com.my/business/business-news/2022/08/25/chinas-power-crisis-could-reach-himalayan-scale
1060060890	20220825	202208	2022	2022.6438	LEG	SENATOR						LEG													1	010	010	01	1	0.0	6	1	6	-1.36363636363637	3	Wallowa, Oregon, United States	US	USOR	OR063	45.5701	-117.528	1151858	0								3	Wallowa, Oregon, United States	US	USOR	OR063	45.5701	-117.528	1151858	20220825003000	https://www.lagrandeobserver.com/news/local/wallowa-to-receive-2-million-in-aid/article_9be157b7-5295-509f-9657-296319027658.html
1060060891	20220825	202208	2022	2022.6438	LEG	SENATE						LEG													1	040	040	04	1	1.0	6	1	6	-2.23214285714285	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220825003000	https://www.somerset-kentucky.com/ap/state/lawmakers-convene-to-assist-flood-damaged-eastern-kentucky/article_c2c4b49b-0029-550e-9b0a-1271e9cce298.html
1060060892	20220825	202208	2022	2022.6438	LEG	SENATE						LEG													1	042	042	04	1	1.9	6	1	6	-2.23214285714285	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220825003000	https://www.somerset-kentucky.com/ap/state/lawmakers-convene-to-assist-flood-damaged-eastern-kentucky/article_c2c4b49b-0029-550e-9b0a-1271e9cce298.html
1060060893	20220825	202208	2022	2022.6438	LEG	SENATE PRESIDENT						LEG													0	051	051	05	1	3.4	1	1	1	-2.31578947368421	3	Boulder, Colorado, United States	US	USCO	CO013	40.015	-105.271	178680	0								3	Boulder, Colorado, United States	US	USCO	CO013	40.015	-105.271	178680	20220825003000	https://www.kdnk.org/rocky-mountain-community-radio/2022-08-24/colorado-senator-quits-republican-party-over-election-deniers-climate-change-inaction
1060060894	20220825	202208	2022	2022.6438	LEG	SENATE						LEG													1	071	071	07	2	7.4	10	1	10	-1.13314447592068	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20220825003000	https://www.politico.com/news/2022/08/24/rnc-chief-on-tape-to-donors-00053642
1060060895	20220825	202208	2022	2022.6438	LEG	CHAMBER						LEG													0	173	173	17	4	-5.0	2	1	2	-13.8814016172507	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								3	Norfolk, Virginia, United States	US	USVA	VA710	36.8468	-76.2852	1497051	20220825003000	https://www.dailyadvance.com/news/crime/ec-woman-charged-in-b-e-currituck-sex-offender-charged-with-fta/article_0edd5452-8203-5416-ac7b-6b56fdc07ccb.html
1060060896	20220825	202208	2022	2022.6438	LEG	CHAMBER						LEG													0	173	173	17	4	-5.0	8	1	8	-13.8814016172507	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220825003000	https://www.dailyadvance.com/news/crime/ec-woman-charged-in-b-e-currituck-sex-offender-charged-with-fta/article_0edd5452-8203-5416-ac7b-6b56fdc07ccb.html
1060060897	20220825	202208	2022	2022.6438	LEG	REPRESENTATIVES						LEG			AFG	KABUL	AFG								0	042	042	04	1	1.9	10	1	10	-3.35429769392033	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220825003000	https://www.devdiscourse.com/article/international/2154712-ttp-commanders-on-hiatus-after-killing-of-top-commanders-of-terror-outfit
1060060898	20220825	202208	2022	2022.6438	LEG	REPRESENTATIVES						LEG			GOV	CITY MANAGER						GOV			1	043	043	04	1	2.8	6	1	6	0.990099009900994	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825003000	https://starexponent.com/news/local/city-vdot-officials-join-spanberger-to-tout-local-projects-boosted-by-federal-funding-copy/article_503b48a7-d7c2-54f8-8c07-d1d24155fe97.html
1060060899	20220825	202208	2022	2022.6438	LEG	REPRESENTATIVES						LEG			IDN	INDONESIA	IDN								1	043	043	04	1	2.8	1	1	1	0	1	United States	US	US		39.828175	-98.5795	US	4	Kalimantan, Indonesia (general), Indonesia	ID	ID00	18585	1.61667	109.183	-2680735	4	Kalimantan, Indonesia (general), Indonesia	ID	ID00	18585	1.61667	109.183	-2680735	20220825003000	https://www.bruneinews.net/news/272664721/indonesian-president-meets-us-businessmen-to-promote-investment
1060060900	20220825	202208	2022	2022.6438	LEG	SENATE						LEG			JUD	ATTORNEY						JUD			1	090	090	09	2	-2.0	2	1	2	-4.12698412698412	3	Mcminnville, Oregon, United States	US	USOR	OR071	45.2101	-123.199	1163136	3	Mcminnville, Oregon, United States	US	USOR	OR071	45.2101	-123.199	1163136	3	Mcminnville, Oregon, United States	US	USOR	OR071	45.2101	-123.199	1163136	20220825003000	https://newsregister.com/article?articleTitle=officer-shoots-and-kills-man-in-southwest-mcminnville--1661369811--43999--1home-news
1060060901	20220825	202208	2022	2022.6438	LEG	LAWMAKER						LEG			TWN	TAIWAN	TWN								0	042	042	04	1	1.9	2	1	2	0.37359900373599	1	Taiwan	TW	TW		24	121	TW	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Taiwan	TW	TW		24	121	TW	20220825003000	https://www.voanews.com/a/official-us-seeks-constructive-communication-with-china-amid-rising-tensions-/6715367.html
1060060902	20220825	202208	2022	2022.6438	LEG	LAWMAKER						LEG			TWN	TAIWAN	TWN								0	042	042	04	1	1.9	8	1	8	0.37359900373599	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20220825003000	https://www.voanews.com/a/official-us-seeks-constructive-communication-with-china-amid-rising-tensions-/6715367.html
1060060903	20220825	202208	2022	2022.6438	LEG	SENATOR						LEG			UKR	UKRAINIAN	UKR								0	013	013	01	1	0.4	8	1	8	0.80935251798561	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220825003000	https://www.newhavenindependent.org/article/ukrainian_independence_day
1060060904	20220825	202208	2022	2022.6438	LEG	SENATOR						LEG			UKR	UKRAINIAN	UKR								0	013	013	01	1	0.4	2	1	2	0.80935251798561	1	Ukraine	UP	UP		49	32	UP	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	1	Ukraine	UP	UP		49	32	UP	20220825003000	https://www.newhavenindependent.org/article/ukrainian_independence_day
1060060905	20220825	202208	2022	2022.6438	LEG	SENATOR						LEG			USA	UNITED STATES	USA								1	010	010	01	1	0.0	4	1	4	-1.36363636363637	3	Wallowa, Oregon, United States	US	USOR	OR063	45.5701	-117.528	1151858	3	Wallowa, Oregon, United States	US	USOR	OR063	45.5701	-117.528	1151858	3	Wallowa, Oregon, United States	US	USOR	OR063	45.5701	-117.528	1151858	20220825003000	https://www.lagrandeobserver.com/news/local/wallowa-to-receive-2-million-in-aid/article_9be157b7-5295-509f-9657-296319027658.html
1060060906	20220825	202208	2022	2022.6438	LEG	SENATE						LEG			USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	-2.23214285714285	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220825003000	https://www.somerset-kentucky.com/ap/state/lawmakers-convene-to-assist-flood-damaged-eastern-kentucky/article_c2c4b49b-0029-550e-9b0a-1271e9cce298.html
1060060907	20220825	202208	2022	2022.6438	LEG	LEGISLATOR						LEG			USA	WYOMING	USA								1	050	050	05	1	3.5	10	1	10	1.83006535947712	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20220825003000	https://www.wyomingnews.com/news/local_news/legislators-hope-to-provide-support-to-wyoming-guard-for-recruitment/article_aeb31448-23f7-11ed-965d-efc8bd164b23.html
1060060908	20220825	202208	2022	2022.6438	LEG	SENATE PRESIDENT						LEG			USA	UNITED STATES	USA								0	051	051	05	1	3.4	4	1	4	-2.31578947368421	3	Boulder, Colorado, United States	US	USCO	CO013	40.015	-105.271	178680	3	Boulder, Colorado, United States	US	USCO	CO013	40.015	-105.271	178680	3	Boulder, Colorado, United States	US	USCO	CO013	40.015	-105.271	178680	20220825003000	https://www.kdnk.org/rocky-mountain-community-radio/2022-08-24/colorado-senator-quits-republican-party-over-election-deniers-climate-change-inaction
1060060909	20220825	202208	2022	2022.6438	LEG	CHAMBER						LEG			USA	GREENSBORO	USA								0	051	051	05	1	3.4	5	1	5	1.70357751277683	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220825003000	https://www.wfmynews2.com/article/news/local/new-development-coming-to-former-cone-health-womens-hospital-site/83-59728101-6895-4b10-ad16-454ffe0c952a
1060060910	20220825	202208	2022	2022.6438	LEG	CHAMBER						LEG			USA	GREENSBORO	USA								0	173	173	17	4	-5.0	5	1	5	1.70357751277683	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220825003000	https://www.wfmynews2.com/article/news/local/new-development-coming-to-former-cone-health-womens-hospital-site/83-59728101-6895-4b10-ad16-454ffe0c952a
1060060911	20220825	202208	2022	2022.6438	LEGLEG	SENATE						LEG	LEG		LEG	SENATE						LEG			1	120	120	12	3	-4.0	10	1	10	1.10132158590308	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220825003000	https://www.politico.com/news/2022/08/24/biden-issues-new-rule-to-protect-program-for-young-immigrants-00053640
1060060912	20220825	202208	2022	2022.6438	LTU	LITHUANIA	LTU								POL	POLAND	POL								0	110	110	11	3	-2.0	8	1	8	-1.6692546583851	1	Lithuania	LH	LH		56	24	LH	1	Poland	PL	PL		52	20	PL	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20220825003000	https://www.mandiant.com/resources/blog/unc1151-linked-to-belarus-government
1060060913	20220825	202208	2022	2022.6438	LTU	LITHUANIA	LTU								POL	POLAND	POL								0	110	110	11	3	-2.0	2	1	2	-1.6692546583851	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20220825003000	https://www.mandiant.com/resources/blog/unc1151-linked-to-belarus-government
1060060914	20220825	202208	2022	2022.6438	LTU	LITHUANIA	LTU								POL	POLAND	POL								0	112	112	11	3	-2.0	8	1	8	-1.6692546583851	1	Lithuania	LH	LH		56	24	LH	1	Poland	PL	PL		52	20	PL	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20220825003000	https://www.mandiant.com/resources/blog/unc1151-linked-to-belarus-government
1060060915	20220825	202208	2022	2022.6438	LTU	LITHUANIA	LTU								POL	POLAND	POL								0	112	112	11	3	-2.0	2	1	2	-1.6692546583851	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	1	Lithuania	LH	LH		56	24	LH	20220825003000	https://www.mandiant.com/resources/blog/unc1151-linked-to-belarus-government
1060060916	20220825	202208	2022	2022.6438	LUXCVL	LUXEMBOURG	LUX					CVL			LUX	LUXEMBOURG	LUX								1	026	026	02	1	4.0	5	1	5	1.25523012552301	1	Chile	CI	CI		-30	-71	CI	1	Chile	CI	CI		-30	-71	CI	1	India	IN	IN		20	77	IN	20220825003000	https://markets.financialcontent.com/stocks/article/abnewswire-2022-8-25-door-for-luxembourg-and-chile-citizens-in-india-is-open-in-visa
1060060917	20220825	202208	2022	2022.6438	MAR	MOROCCO	MAR								IRN	IRAN	IRN								0	045	045	04	1	5.0	2	1	2	-3.91304347826087	1	Bahrain	BA	BA		26	50.5	BA	1	Iran	IR	IR		32	53	IR	1	Morocco	MO	MO		32	-5	MO	20220825003000	https://www.herald.co.zw/seeing-reality-from-a-bigger-picture/
1060060918	20220825	202208	2022	2022.6438	MAR	MOROCCO	MAR								IRN	IRAN	IRN								0	045	045	04	1	5.0	2	1	2	-3.91304347826087	1	Morocco	MO	MO		32	-5	MO	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20220825003000	https://www.herald.co.zw/seeing-reality-from-a-bigger-picture/
1060060919	20220825	202208	2022	2022.6438	MAR	MOROCCO	MAR								ISR	ISRAEL	ISR								0	045	045	04	1	5.0	6	1	6	-3.91304347826087	1	Morocco	MO	MO		32	-5	MO	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220825003000	https://www.herald.co.zw/seeing-reality-from-a-bigger-picture/
1060060920	20220825	202208	2022	2022.6438	MCOELIGOV	ALBERT	MCO					ELI	GOV												1	051	051	05	1	3.4	10	1	10	2.52365930599369	0								0								0								20220825003000	https://panow.com/2022/08/24/prince-albert-literacy-network-honors-longtime-donor-with-new-room/
1060060921	20220825	202208	2022	2022.6438	MCOELILEG	ALBERT	MCO					ELI	LEG												0	0841	084	08	2	7.0	2	1	2	0.80935251798561	1	Ukraine	UP	UP		49	32	UP	0								1	Ukraine	UP	UP		49	32	UP	20220825003000	https://www.newhavenindependent.org/article/ukrainian_independence_day
1060060922	20220825	202208	2022	2022.6438	MCOELILEG	ALBERT	MCO					ELI	LEG		UKR	UKRAINIAN	UKR								0	051	051	05	1	3.4	5	1	5	0.80935251798561	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220825003000	https://www.newhavenindependent.org/article/ukrainian_independence_day
1060060923	20220825	202208	2022	2022.6438	MDV	MALE	MDV																		1	090	090	09	2	-2.0	6	1	6	-4.12698412698412	3	Mcminnville, Oregon, United States	US	USOR	OR071	45.2101	-123.199	1163136	0								3	Yamhill County, Oregon, United States	US	USOR		45.2165	-123.301	1135866	20220825003000	https://newsregister.com/article?articleTitle=officer-shoots-and-kills-man-in-southwest-mcminnville--1661369811--43999--1home-news
