1060108972	20220825	202208	2022	2022.6438	GOVHLH	HEALTH MINIST						GOV	HLH												0	012	012	01	1	-0.4	20	1	20	-4.85893416927899	5	Southland, Southland, New Zealand	NZ	NZF8	22391	-45.6667	168	11483307	0								5	Southland, Southland, New Zealand	NZ	NZF8	22391	-45.6667	168	11483307	20220825083000	http://www.msn.com/en-nz/news/national/we-need-action-now-national-accuses-govt-of-ignoring-dire-warning-that-aged-care-sector-will-fail-if-staff-shortages-aren-t-addressed/ar-AA114ufi
1060108973	20220825	202208	2022	2022.6438	GOVHLH	HEALTH MINIST						GOV	HLH												1	120	120	12	3	-4.0	18	1	12	-4.85893416927899	5	Southland, Southland, New Zealand	NZ	NZF8	22391	-45.6667	168	11483307	0								5	Southland, Southland, New Zealand	NZ	NZF8	22391	-45.6667	168	11483307	20220825083000	http://www.msn.com/en-nz/news/national/we-need-action-now-national-accuses-govt-of-ignoring-dire-warning-that-aged-care-sector-will-fail-if-staff-shortages-aren-t-addressed/ar-AA114ufi
1060108974	20220825	202208	2022	2022.6438	GOVHLH	HEALTH MINIST						GOV	HLH		NZL	NEW ZEALAND	NZL								1	120	120	12	3	-4.0	8	1	4	-4.85893416927899	5	Southland, Southland, New Zealand	NZ	NZF8	22391	-45.6667	168	11483307	5	Southland, Southland, New Zealand	NZ	NZF8	22391	-45.6667	168	11483307	5	Southland, Southland, New Zealand	NZ	NZF8	22391	-45.6667	168	11483307	20220825083000	http://www.msn.com/en-nz/news/national/we-need-action-now-national-accuses-govt-of-ignoring-dire-warning-that-aged-care-sector-will-fail-if-staff-shortages-aren-t-addressed/ar-AA114ufi
1060108975	20220825	202208	2022	2022.6438	GOVLAB	LABOR DEPARTMENT						GOV	LAB		LAB	EMPLOYEE						LAB			0	036	036	03	1	4.0	5	1	5	-1.47783251231527	0								0								0								20220825083000	https://interaksyon.philstar.com/trends-spotlights/2022/08/25/226146/colegio-de-san-lorenzo-closure-affects-around-100-employees/
1060108976	20220825	202208	2022	2022.6438	GOVMIL	DEFENSE MINIST						GOV	MIL												1	010	010	01	1	0.0	2	1	1	-0.23584905660377	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20220825083000	http://english.chinamil.com.cn/view/2022-08/24/content_10180255.htm?yikikata=df6fa306-48d3237c2d9075c022165a6914fa99bb
1060108977	20220825	202208	2022	2022.6438	GOVMIL	DEFENSE MINIST						GOV	MIL												1	010	010	01	1	0.0	1	1	1	-0.23584905660377	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20220825083000	http://english.chinamil.com.cn/view/2022-08/24/content_10180255.htm?yikikata=df6fa306-48d3237c2d9075c022165a6914fa99bb
1060108978	20220825	202208	2022	2022.6438	GOVMIL	DEFENSE MINIST						GOV	MIL												0	010	010	01	1	0.0	1	1	1	-0.23584905660377	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	0								4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	20220825083000	http://english.chinamil.com.cn/view/2022-08/24/content_10180255.htm?yikikata=df6fa306-48d3237c2d9075c022165a6914fa99bb
1060108979	20220825	202208	2022	2022.6438	GOVMIL	DEFENSE MINIST						GOV	MIL												0	036	036	03	1	4.0	6	1	6	-2.28855721393035	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								1	France	FR	FR		46	2	FR	20220825083000	https://www.jpost.com/international/article-715561
1060108980	20220825	202208	2022	2022.6438	GOVMIL	NATIONAL SECURITY COUNCIL						GOV	MIL												0	040	040	04	1	1.0	7	1	7	-5.59440559440559	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	0								4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	20220825083000	https://www.counterpunch.org/2022/08/25/the-many-lives-of-ayman-al-zawahiri/
1060108981	20220825	202208	2022	2022.6438	GOVMIL	DEFENSE MINIST						GOV	MIL		CHN	SHANGHAI	CHN								1	040	040	04	1	1.0	2	1	1	-0.23584905660377	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	20220825083000	http://english.chinamil.com.cn/view/2022-08/24/content_10180255.htm?yikikata=df6fa306-48d3237c2d9075c022165a6914fa99bb
1060108982	20220825	202208	2022	2022.6438	GOVMIL	DEFENSE MINIST						GOV	MIL		CHN	SHANGHAI	CHN								1	040	040	04	1	1.0	1	1	1	-0.23584905660377	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	20220825083000	http://english.chinamil.com.cn/view/2022-08/24/content_10180255.htm?yikikata=df6fa306-48d3237c2d9075c022165a6914fa99bb
1060108983	20220825	202208	2022	2022.6438	GOVMIL	DEFENSE MINIST						GOV	MIL		CHN	SHANGHAI	CHN								0	040	040	04	1	1.0	1	1	1	-0.23584905660377	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	20220825083000	http://english.chinamil.com.cn/view/2022-08/24/content_10180255.htm?yikikata=df6fa306-48d3237c2d9075c022165a6914fa99bb
1060108984	20220825	202208	2022	2022.6438	GOVMIL	DEFENSE MINIST						GOV	MIL		CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	1	-0.23584905660377	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20220825083000	http://english.chinamil.com.cn/view/2022-08/24/content_10180255.htm?yikikata=df6fa306-48d3237c2d9075c022165a6914fa99bb
1060108985	20220825	202208	2022	2022.6438	GOVMIL	DEFENSE MINIST						GOV	MIL		CHNGOVMIL	CHINA	CHN					GOV	MIL		1	042	042	04	1	1.9	1	1	1	-0.23584905660377	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20220825083000	http://english.chinamil.com.cn/view/2022-08/24/content_10180255.htm?yikikata=df6fa306-48d3237c2d9075c022165a6914fa99bb
1060108986	20220825	202208	2022	2022.6438	GOVMIL	DEFENSE MINIST						GOV	MIL		CHNGOVMIL	CHINA	CHN					GOV	MIL		0	042	042	04	1	1.9	1	1	1	-0.23584905660377	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	20220825083000	http://english.chinamil.com.cn/view/2022-08/24/content_10180255.htm?yikikata=df6fa306-48d3237c2d9075c022165a6914fa99bb
1060108987	20220825	202208	2022	2022.6438	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		ISR	ISRAEL	ISR								0	036	036	03	1	4.0	1	1	1	-1.21951219512195	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220825083000	https://www.i24news.tv/en/news/israel/diplomacy/1661404298-iran-deal-lapid-expected-to-talk-with-biden-in-the-coming-days
1060108988	20220825	202208	2022	2022.6438	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		ISR	ISRAEL	ISR								0	036	036	03	1	4.0	1	1	1	-1.21951219512195	1	Japan	JA	JA		36	138	JA	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	Japan	JA	JA		36	138	JA	20220825083000	https://www.i24news.tv/en/news/israel/diplomacy/1661404298-iran-deal-lapid-expected-to-talk-with-biden-in-the-coming-days
1060108989	20220825	202208	2022	2022.6438	GOVMIL	SECRETARY OF DEFENSE						GOV	MIL		ISRGOVMIL	ISRAEL	ISR					GOV	MIL		1	040	040	04	1	1.0	6	1	6	-1.21951219512195	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20220825083000	https://www.i24news.tv/en/news/israel/diplomacy/1661404298-iran-deal-lapid-expected-to-talk-with-biden-in-the-coming-days
1060108990	20220825	202208	2022	2022.6438	GOVMIL	SECRETARY OF DEFENSE						GOV	MIL		ISRGOVMIL	ISRAEL	ISR					GOV	MIL		1	040	040	04	1	1.0	2	1	2	-1.21951219512195	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825083000	https://www.i24news.tv/en/news/israel/diplomacy/1661404298-iran-deal-lapid-expected-to-talk-with-biden-in-the-coming-days
1060108991	20220825	202208	2022	2022.6438	GOVMIL	MILITARY JUNTA						GOV	MIL		MED	JOURNALIST						MED			0	170	170	17	4	-7.0	5	1	5	-3.72093023255814	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	20220825083000	https://www.albawaba.com/node/myanmar-army-arrests-former-uk-ambassador-vicky-bowman-1488686
1060108992	20220825	202208	2022	2022.6438	GOVMIL	MILITARY JUNTA						GOV	MIL		OPP	HUMAN RIGHTS ACTIVIST						OPP			0	170	170	17	4	-7.0	5	1	5	-3.72093023255814	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	20220825083000	https://www.albawaba.com/node/myanmar-army-arrests-former-uk-ambassador-vicky-bowman-1488686
1060108993	20220825	202208	2022	2022.6438	GOVMIL	DEFENSE SECRETARY						GOV	MIL		TWN	TAIPEI	TWN								0	020	020	02	1	3.0	10	1	10	-2.38473767885533	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220825083000	https://www.washingtonpost.com/world/2022/08/25/taiwan-defense-budget-china-military-invasion/
1060108994	20220825	202208	2022	2022.6438	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		USA	THE US	USA								0	036	036	03	1	4.0	1	1	1	-1.21951219512195	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220825083000	https://www.i24news.tv/en/news/israel/diplomacy/1661404298-iran-deal-lapid-expected-to-talk-with-biden-in-the-coming-days
1060108995	20220825	202208	2022	2022.6438	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		USA	FLORIDA	USA								0	036	036	03	1	4.0	3	1	3	-1.21951219512195	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220825083000	https://www.i24news.tv/en/news/israel/diplomacy/1661404298-iran-deal-lapid-expected-to-talk-with-biden-in-the-coming-days
1060108996	20220825	202208	2022	2022.6438	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		USA	THE US	USA								0	036	036	03	1	4.0	3	1	3	-1.21951219512195	2	Florida, United States	US	USFL		27.8333	-81.717	FL	1	Japan	JA	JA		36	138	JA	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220825083000	https://www.i24news.tv/en/news/israel/diplomacy/1661404298-iran-deal-lapid-expected-to-talk-with-biden-in-the-coming-days
1060108997	20220825	202208	2022	2022.6438	GOVMIL	DEFENSE MINIST						GOV	MIL		USA	UNITED STATES	USA								0	036	036	03	1	4.0	2	1	2	-2.28855721393035	1	France	FR	FR		46	2	FR	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825083000	https://www.jpost.com/international/article-715561
1060108998	20220825	202208	2022	2022.6438	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		USA	THE US	USA								0	036	036	03	1	4.0	1	1	1	-1.21951219512195	1	Japan	JA	JA		36	138	JA	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	Japan	JA	JA		36	138	JA	20220825083000	https://www.i24news.tv/en/news/israel/diplomacy/1661404298-iran-deal-lapid-expected-to-talk-with-biden-in-the-coming-days
1060108999	20220825	202208	2022	2022.6438	GOVMIL	NATIONAL SECURITY ADVISER						GOV	MIL		USA	AMERICAN	USA								0	040	040	04	1	1.0	2	1	2	-2.28855721393035	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220825083000	https://www.jpost.com/international/article-715561
1060109000	20220825	202208	2022	2022.6438	GOVMIL	NATIONAL SECURITY ADVISER						GOV	MIL		USA	AMERICAN	USA								0	040	040	04	1	1.0	2	1	2	-2.28855721393035	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825083000	https://www.jpost.com/international/article-715561
1060109001	20220825	202208	2022	2022.6438	GOVPTY	RULING PARTY						GOV													1	0831	083	08	2	5.0	10	1	10	-0.44444444444444	4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	0								4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	20220825083000	https://dailypost.ng/2022/08/25/2023-nigerias-existence-will-be-under-threat-if-apc-wins-pastor-giwa/
1060109002	20220825	202208	2022	2022.6438	GRC	GREECE	GRC								CAN	CANADA	CAN								1	120	120	12	3	-4.0	1	1	1	1.1070110701107	1	Bermuda	BD	BD		32.333333	-64.75	BD	1	Bermuda	BD	BD		32.333333	-64.75	BD	1	Bermuda	BD	BD		32.333333	-64.75	BD	20220825083000	https://travelweekly.co.uk/news/tourism/debut-sailings-unveiled-for-carnival-luminosa
1060109003	20220825	202208	2022	2022.6438	GRC	GREECE	GRC								CAN	CANADA	CAN								1	120	120	12	3	-4.0	1	1	1	1.1070110701107	1	Canada	CA	CA		60	-96	CA	1	Bermuda	BD	BD		32.333333	-64.75	BD	1	Bermuda	BD	BD		32.333333	-64.75	BD	20220825083000	https://travelweekly.co.uk/news/tourism/debut-sailings-unveiled-for-carnival-luminosa
1060109004	20220825	202208	2022	2022.6438	GRC	GREECE	GRC								CAN	CANADA	CAN								1	120	120	12	3	-4.0	3	1	3	1.1070110701107	1	Greece	GR	GR		39	22	GR	1	Canada	CA	CA		60	-96	CA	1	Bermuda	BD	BD		32.333333	-64.75	BD	20220825083000	https://travelweekly.co.uk/news/tourism/debut-sailings-unveiled-for-carnival-luminosa
1060109005	20220825	202208	2022	2022.6438	GRC	GREEK	GRC								IGOWSTNAT	NATO	WST	NAT				IGO			0	010	010	01	1	0.0	6	1	6	-1.47575544624034	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109006	20220825	202208	2022	2022.6438	GRC	GREECE	GRC								IGOWSTNAT	NATO	WST	NAT				IGO			0	013	013	01	1	0.4	4	1	4	-1.47575544624034	1	Greece	GR	GR		39	22	GR	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Greece	GR	GR		39	22	GR	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109007	20220825	202208	2022	2022.6438	GRC	GREECE	GRC								IGOWSTNAT	NATO	WST	NAT				IGO			1	013	013	01	1	0.4	12	1	6	-1.47575544624034	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109008	20220825	202208	2022	2022.6438	GRC	GREEK	GRC								IGOWSTNAT	NATO	WST	NAT				IGO			0	040	040	04	1	1.0	2	1	2	-1.47575544624034	1	Greece	GR	GR		39	22	GR	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Greece	GR	GR		39	22	GR	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109009	20220825	202208	2022	2022.6438	GRC	GREEK	GRC								IGOWSTNAT	NATO	WST	NAT				IGO			0	040	040	04	1	1.0	2	1	2	-1.47575544624034	1	Greece	GR	GR		39	22	GR	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Russia	RS	RS		60	100	RS	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109010	20220825	202208	2022	2022.6438	GRC	GREEK	GRC								IGOWSTNAT	NATO	WST	NAT				IGO			0	040	040	04	1	1.0	6	1	6	-1.47575544624034	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109011	20220825	202208	2022	2022.6438	GRC	GREECE	GRC								IGOWSTNAT	NATO	WST	NAT				IGO			1	120	120	12	3	-4.0	12	1	6	-1.47575544624034	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Iran	IR	IR		32	53	IR	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109012	20220825	202208	2022	2022.6438	GRC	GREECE	GRC								MIL	FIGHTER JET						MIL			0	020	020	02	1	3.0	1	1	1	-1.47575544624034	1	France	FR	FR		46	2	FR	1	Greece	GR	GR		39	22	GR	1	France	FR	FR		46	2	FR	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109013	20220825	202208	2022	2022.6438	GRC	GREECE	GRC								MIL	FIGHTER JET						MIL			0	020	020	02	1	3.0	1	1	1	-1.47575544624034	1	Greece	GR	GR		39	22	GR	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Greece	GR	GR		39	22	GR	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109014	20220825	202208	2022	2022.6438	GRC	GREECE	GRC								MIL	FIGHTER JET						MIL			0	042	042	04	1	1.9	1	1	1	-1.47575544624034	1	France	FR	FR		46	2	FR	1	Greece	GR	GR		39	22	GR	1	France	FR	FR		46	2	FR	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109015	20220825	202208	2022	2022.6438	GRC	GREECE	GRC								MIL	FIGHTER JET						MIL			0	042	042	04	1	1.9	1	1	1	-1.47575544624034	1	Greece	GR	GR		39	22	GR	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Greece	GR	GR		39	22	GR	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109016	20220825	202208	2022	2022.6438	HINAST700	YOGA				HIN															0	0874	087	08	2	10.0	10	1	10	-0.85348506401138	1	Mexico	MX	MX		23	-102	MX	0								1	Mexico	MX	MX		23	-102	MX	20220825083000	https://www.spectator.co.uk/article/yoga-has-become-a-hot-cultish-mess
1060109017	20220825	202208	2022	2022.6438	HINAST700	YOGA				HIN															0	128	128	12	3	-5.0	2	1	2	-0.85348506401138	1	Mexico	MX	MX		23	-102	MX	0								1	Mexico	MX	MX		23	-102	MX	20220825083000	https://www.spectator.co.uk/article/yoga-has-become-a-hot-cultish-mess
1060109018	20220825	202208	2022	2022.6438	HINAST700	YOGA				HIN					COP	PRISON						COP			1	040	040	04	1	1.0	5	1	5	-0.85795996186844	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825083000	https://www.tomsguide.com/news/she-hulk-episode-2-ending-and-easter-eggs-where-it-fits-in-mcu-timeline
1060109019	20220825	202208	2022	2022.6438	HINAST700	YOGA				HIN					MEX	MEXICAN	MEX								0	080	080	08	2	5.0	2	1	2	-0.85348506401138	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20220825083000	https://www.spectator.co.uk/article/yoga-has-become-a-hot-cultish-mess
1060109020	20220825	202208	2022	2022.6438	HLH	HOSPITAL						HLH													0	043	043	04	1	2.8	10	1	10	-0.76238881829733	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	0								4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20220825083000	http://dtinews.vn/en/news/017002/80437/poor-van-kieu-family-need-financial-help-to-save-son.html
1060109021	20220825	202208	2022	2022.6438	HLH	HOSPITAL						HLH													1	043	043	04	1	2.8	3	1	3	0.19157088122605	3	Fort Peck Indian Reservation, Montana, United States	US	USMT	MT085	48.3617	-105.538	805884	0								3	Fort Peck Indian Reservation, Montana, United States	US	USMT		48.3617	-105.538	805884	20220825083000	https://www.ksut.org/2022-08-24/one-native-veterans-new-mission-fill-in-the-gaps-of-va-care-on-his-reservation
1060109022	20220825	202208	2022	2022.6438	HLH	HOSPITAL						HLH			AFG	AFGHANISTAN	AFG								1	043	043	04	1	2.8	1	1	1	0.19157088122605	3	Fort Peck Indian Reservation, Montana, United States	US	USMT	MT085	48.3617	-105.538	805884	3	Fort Peck Indian Reservation, Montana, United States	US	USMT		48.3617	-105.538	805884	3	Fort Peck Indian Reservation, Montana, United States	US	USMT		48.3617	-105.538	805884	20220825083000	https://www.ksut.org/2022-08-24/one-native-veterans-new-mission-fill-in-the-gaps-of-va-care-on-his-reservation
1060109023	20220825	202208	2022	2022.6438	HLH	HOSPITAL						HLH			AFG	AFGHANISTAN	AFG								1	043	043	04	1	2.8	1	1	1	0.19157088122605	3	Fort Peck Indian Reservation, Montana, United States	US	USMT	MT085	48.3617	-105.538	805884	1	Afghanistan	AF	AF		33	66	AF	3	Fort Peck Indian Reservation, Montana, United States	US	USMT		48.3617	-105.538	805884	20220825083000	https://www.ksut.org/2022-08-24/one-native-veterans-new-mission-fill-in-the-gaps-of-va-care-on-his-reservation
1060109024	20220825	202208	2022	2022.6438	HLH	NURSE						HLH			AFR	AFRICA	AFR								0	020	020	02	1	3.0	2	1	2	-1.73646578140961	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20220825083000	https://www.iol.co.za/news/south-africa/first-do-no-harm-sa-medical-association-reminds-dr-ramathuba-of-healthcare-professionals-oath-a13b6c37-8588-4ba9-b88e-15b5cf635e1b
1060109025	20220825	202208	2022	2022.6438	HLH	NURSE						HLH			AFR	AFRICA	AFR								0	060	060	06	2	6.0	1	1	1	-1.73646578140961	1	Zimbabwe	ZI	ZI		-19	29	ZI	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	1	Zimbabwe	ZI	ZI		-19	29	ZI	20220825083000	https://www.iol.co.za/news/south-africa/first-do-no-harm-sa-medical-association-reminds-dr-ramathuba-of-healthcare-professionals-oath-a13b6c37-8588-4ba9-b88e-15b5cf635e1b
1060109026	20220825	202208	2022	2022.6438	HLH	NURSE						HLH			AFR	AFRICA	AFR								0	060	060	06	2	6.0	1	1	1	-1.73646578140961	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20220825083000	https://www.iol.co.za/news/south-africa/first-do-no-harm-sa-medical-association-reminds-dr-ramathuba-of-healthcare-professionals-oath-a13b6c37-8588-4ba9-b88e-15b5cf635e1b
1060109027	20220825	202208	2022	2022.6438	HLH	NURSE						HLH			CAN	CANADIAN	CAN								1	046	046	04	1	7.0	10	1	10	1.78571428571428	1	Kenya	KE	KE		1	38	KE	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	1	Kenya	KE	KE		1	38	KE	20220825083000	https://www.faceofmalawi.com/2022/08/25/kenyans-react-after-amount-collected-for-lady-who-died-while-swimming-in-canada-surfaces-online/
1060109028	20220825	202208	2022	2022.6438	HLH	HOSPITAL						HLH			MIL	MILITARY						MIL			1	051	051	05	1	3.4	10	1	10	3.96039603960396	1	Djibouti	DJ	DJ		11.5	42.5	DJ	1	Djibouti	DJ	DJ		11.5	42.5	DJ	1	Djibouti	DJ	DJ		11.5	42.5	DJ	20220825083000	http://english.chinamil.com.cn/view/2022-08/23/content_10180465.htm
1060109029	20220825	202208	2022	2022.6438	HLH	HOSPITAL						HLH			MIL	MILITARY						MIL			1	070	070	07	2	7.0	10	1	10	3.96039603960396	1	Djibouti	DJ	DJ		11.5	42.5	DJ	1	Djibouti	DJ	DJ		11.5	42.5	DJ	1	Djibouti	DJ	DJ		11.5	42.5	DJ	20220825083000	http://english.chinamil.com.cn/view/2022-08/23/content_10180465.htm
1060109030	20220825	202208	2022	2022.6438	HLH	HOSPITAL						HLH			USA	LOS ANGELES	USA								1	173	173	17	4	-5.0	10	1	10	-12.4087591240876	3	Los Angeles County, California, United States	US	USCA	CA037	34.3667	-118.201	277283	3	Los Angeles County, California, United States	US	USCA		34.3667	-118.201	277283	3	Los Angeles County, California, United States	US	USCA		34.3667	-118.201	277283	20220825083000	https://www.foxla.com/news/north-hollywood-toddler-suffers-permanent-brain-injury-dad-arrested-for-child-abuse
